DataSourceName,DataSourceCode,StationID,ActualStationID,Latitude_DD,Longitude_DD,SampleDate,SampleTime,ActivityDepth,ActivityDepthUnit,Characteristic,ResultValue,ResultUnit,ValueQualifier,ResultComment,WBID,WBIDName,WaterbodyName,SampleDate_Date
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/17/2004,08:30:00,0.5,m,Turbidity,1.37000000,NTU,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/17/2004 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,01/26/2004,00:00:00,,,"Elevation, water surface",113.90000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",1/26/2004 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,01/26/2004,00:00:00,,,"Elevation, water surface (NAVD88)",112.83000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",1/26/2004 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,01/26/2004,00:00:00,,,"Elevation, water surface (NGVD29)",113.90000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",1/26/2004 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,12/11/2003,00:00:00,,,"Elevation, water surface",113.92000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",12/11/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,12/11/2003,00:00:00,,,"Elevation, water surface (NAVD88)",112.85000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",12/11/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,12/11/2003,00:00:00,,,"Elevation, water surface (NGVD29)",113.92000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",12/11/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,11/21/2003,00:00:00,,,"Elevation, water surface",114.12000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",11/21/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,11/21/2003,00:00:00,,,"Elevation, water surface (NAVD88)",113.05000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",11/21/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,11/21/2003,00:00:00,,,"Elevation, water surface (NGVD29)",114.12000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",11/21/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,10/29/2003,00:00:00,,,"Elevation, water surface",114.22000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",10/29/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,10/29/2003,00:00:00,,,"Elevation, water surface (NAVD88)",113.15000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",10/29/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,10/29/2003,00:00:00,,,"Elevation, water surface (NGVD29)",114.22000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",10/29/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,09/24/2003,00:00:00,,,"Elevation, water surface",114.30000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",9/24/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,09/24/2003,00:00:00,,,"Elevation, water surface (NAVD88)",113.23000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",9/24/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,09/24/2003,00:00:00,,,"Elevation, water surface (NGVD29)",114.30000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",9/24/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,08/26/2003,00:00:00,,,"Elevation, water surface",114.42000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",8/26/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,08/26/2003,00:00:00,,,"Elevation, water surface (NAVD88)",113.35000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",8/26/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,08/26/2003,00:00:00,,,"Elevation, water surface (NGVD29)",114.42000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",8/26/2003 12:00:00 AM
Polk County Parks & Natural Resources Division,POLKCO_NRD_WQ,ANNIE1,,27.99236110,-81.60691669,08/21/2003,00:00:00,0.5,m,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.00000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",8/21/2003 12:00:00 AM
Polk County Parks & Natural Resources Division,POLKCO_NRD_WQ,ANNIE1,,27.99236110,-81.60691669,08/21/2003,00:00:00,0.5,m,"Nitrogen, ammonia as N",0.00000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",8/21/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,08/21/2003,00:00:00,0.5,,Trophic State Index: Florida DEP,35.00000000,None,,Water Institute Calculated,1539C,LAKE ANNIE,"Annie, Lake (160723)",8/21/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,08/21/2003,00:00:00,0.5,m,"Temperature, water",0.00000000,deg C,,Water Institute Calculated,1539C,LAKE ANNIE,"Annie, Lake (160723)",8/21/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,08/21/2003,09:50:00,0.5,m,"Nitrogen, ammonia (NH3) as NH3",,ug/l,U,**U** T=Value reported < MDL. C=Sample not distilled prior to ammonia determination.,1539C,LAKE ANNIE,"Annie, Lake (160723)",8/21/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,08/21/2003,09:50:00,0.5,m,"Chlorophyll a, corrected for pheophytin",3.83000000,ug/l,JA,**JA** J=Estimated value. A=Value reported is average of two or more determinations.,1539C,LAKE ANNIE,"Annie, Lake (160723)",8/21/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,08/21/2003,09:50:00,0.5,m,"Chlorophyll a, uncorrected for pheophytin",3.83000000,ug/l,A,**A** A=Value reported is average of two or more determinations.,1539C,LAKE ANNIE,"Annie, Lake (160723)",8/21/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,08/21/2003,09:50:00,0.5,m,Dissolved oxygen (DO),7.19000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",8/21/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,08/21/2003,09:50:00,0.5,m,pH,7.04000000,None,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",8/21/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,08/21/2003,09:50:00,0.5,m,Secchi disk depth,7.70988000,ft,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",8/21/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,08/21/2003,09:50:00,0.5,m,Specific conductance,218.00000000,umho,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",8/21/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,08/21/2003,09:50:00,0.5,m,"Temperature, water",83.64200000,deg F,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",8/21/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,08/21/2003,09:50:00,0.5,m,True Color,20.00000000,PCU,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",8/21/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,08/21/2003,09:50:00,0.5,m,Turbidity,1.01000000,NTU,A,**A** A=Value reported is average of two or more determinations.,1539C,LAKE ANNIE,"Annie, Lake (160723)",8/21/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,08/21/2003,09:50:00,0.5,m,Phosphorus as P,0.01200000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",8/21/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,08/21/2003,09:50:00,0.5,m,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",,mg/l,U,**U** T=Value reported < MDL.,1539C,LAKE ANNIE,"Annie, Lake (160723)",8/21/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,08/21/2003,09:50:00,0.5,m,"Nitrogen, ammonia (NH3) as NH3",,mg/l,U,**U** T=Value reported < MDL. C=Sample not distilled prior to ammonia determination.,1539C,LAKE ANNIE,"Annie, Lake (160723)",8/21/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,08/21/2003,09:50:00,0.5,m,"Nitrogen, Kjeldahl",0.76100000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",8/21/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,08/21/2003,09:50:00,0.5,m,Nitrogen,0.76100000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",8/21/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,07/25/2003,00:00:00,,,"Elevation, water surface",113.88000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",7/25/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,07/25/2003,00:00:00,,,"Elevation, water surface (NAVD88)",112.81000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",7/25/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,07/25/2003,00:00:00,,,"Elevation, water surface (NGVD29)",113.88000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",7/25/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,06/27/2003,00:00:00,,,"Elevation, water surface",114.08000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",6/27/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,06/27/2003,00:00:00,,,"Elevation, water surface (NAVD88)",113.01000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",6/27/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,06/27/2003,00:00:00,,,"Elevation, water surface (NGVD29)",114.08000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",6/27/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,05/30/2003,00:00:00,,,"Elevation, water surface",113.62000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",5/30/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,05/30/2003,00:00:00,,,"Elevation, water surface (NAVD88)",112.55000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",5/30/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,05/30/2003,00:00:00,,,"Elevation, water surface (NGVD29)",113.62000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",5/30/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,04/25/2003,00:00:00,,,"Elevation, water surface",113.96000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",4/25/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,04/25/2003,00:00:00,,,"Elevation, water surface (NAVD88)",112.89000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",4/25/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,04/25/2003,00:00:00,,,"Elevation, water surface (NGVD29)",113.96000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",4/25/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,03/28/2003,00:00:00,,,"Elevation, water surface",114.32000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",3/28/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,03/28/2003,00:00:00,,,"Elevation, water surface (NAVD88)",113.25000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",3/28/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,03/28/2003,00:00:00,,,"Elevation, water surface (NGVD29)",114.32000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",3/28/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,02/21/2003,00:00:00,,,"Elevation, water surface",113.94000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",2/21/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,02/21/2003,00:00:00,,,"Elevation, water surface (NAVD88)",112.87000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",2/21/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,02/21/2003,00:00:00,,,"Elevation, water surface (NGVD29)",113.94000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",2/21/2003 12:00:00 AM
Polk County Parks & Natural Resources Division,POLKCO_NRD_WQ,ANNIE1,,27.99236110,-81.60691669,02/18/2003,00:00:00,0.5,m,"Nitrogen, ammonia as N",0.04400000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/18/2003,08:45:00,0.5,m,Nitrogen,0.82000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/18/2003,08:45:00,0.5,m,"Nitrogen, Kjeldahl",0.76300000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/18/2003,08:45:00,0.5,m,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.05800000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/18/2003,08:45:00,0.5,m,Phosphorus as P,0.02900000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/18/2003,00:00:00,0.5,m,"Temperature, water",0.00000000,deg C,,Water Institute Calculated,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/18/2003,00:00:00,0.5,,Trophic State Index: Florida DEP,42.00000000,None,,Water Institute Calculated,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/18/2003,08:45:00,0.5,m,"Nitrogen, ammonia (NH3) as NH3",0.04400000,mg/l,C,**C** C,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/18/2003,08:45:00,0.5,m,"Chlorophyll a, corrected for pheophytin",3.20000000,ug/l,J,**J** J,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/18/2003,08:45:00,0.5,m,"Chlorophyll a, corrected for pheophytin",4.01000000,ug/l,J,**J** J,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/18/2003,08:45:00,0.5,m,"Chlorophyll a, uncorrected for pheophytin",4.03000000,ug/l,J,**J** J,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/18/2003,08:45:00,0.5,m,"Chlorophyll a, uncorrected for pheophytin",4.08000000,ug/l,J,**J** J,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/18/2003,08:45:00,0.5,m,Dissolved oxygen (DO),8.57000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/18/2003,08:45:00,0.5,m,"Nitrogen, ammonia (NH3) as NH3",44.00000000,ug/l,C,**C** C,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/18/2003,08:45:00,0.5,m,pH,7.59000000,None,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/18/2003,08:45:00,0.5,m,Secchi disk depth,10.82664000,ft,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/18/2003,08:45:00,0.5,m,Specific conductance,224.00000000,umho,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/18/2003,08:45:00,0.5,m,"Temperature, water",64.76000000,deg F,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/18/2003,08:45:00,0.5,m,True Color,20.00000000,PCU,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
Polk County Natural Resources Division,STORET_21FLPOLK,ANNIE1,,27.99233330,-81.60688880,02/18/2003,08:45:00,0.5,m,Turbidity,0.69000000,NTU,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",2/18/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,01/28/2003,00:00:00,,,"Elevation, water surface",113.86000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",1/28/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,01/28/2003,00:00:00,,,"Elevation, water surface (NAVD88)",112.79000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",1/28/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,01/28/2003,00:00:00,,,"Elevation, water surface (NGVD29)",113.86000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",1/28/2003 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,12/20/2002,00:00:00,,,"Elevation, water surface",113.36000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",12/20/2002 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,12/20/2002,00:00:00,,,"Elevation, water surface (NAVD88)",112.29000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",12/20/2002 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,12/20/2002,00:00:00,,,"Elevation, water surface (NGVD29)",113.36000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",12/20/2002 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,11/22/2002,00:00:00,,,"Elevation, water surface",112.62000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",11/22/2002 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,11/22/2002,00:00:00,,,"Elevation, water surface (NAVD88)",111.55000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",11/22/2002 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,11/22/2002,00:00:00,,,"Elevation, water surface (NGVD29)",112.62000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",11/22/2002 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,10/25/2002,00:00:00,,,"Elevation, water surface",112.56000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",10/25/2002 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,10/25/2002,00:00:00,,,"Elevation, water surface (NAVD88)",111.49000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",10/25/2002 12:00:00 AM
SWFWMD Hydrologic Data Section Data,SWFWMD_HYDRO,25307,,27.99869444,-81.60741667,10/25/2002,00:00:00,,,"Elevation, water surface (NGVD29)",112.56000000,ft,,,1539,PEACE CREEK DRAINAGE CANAL,"Annie, Lake (160723)",10/25/2002 12:00:00 AM
FDEP Southwest Regional Operations Center,STORET_21FLTPA,27594380813618,,27.99549764,-81.60499766,09/24/2002,00:00:00,0.2,m,"Alkalinity, Carbonate as CaCO3",8.00000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",9/24/2002 12:00:00 AM
FDEP Southwest Regional Operations Center,STORET_21FLTPA,27594380813618,,27.99549764,-81.60499766,09/24/2002,00:00:00,0.2,m,Apparent Color,25.00000000,PCU,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",9/24/2002 12:00:00 AM
FDEP Southwest Regional Operations Center,STORET_21FLTPA,27594380813618,,27.99549764,-81.60499766,09/24/2002,00:00:00,0.2,m,"BOD, carbonaceous",2000.00000000,ug/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",9/24/2002 12:00:00 AM
FDEP Southwest Regional Operations Center,STORET_21FLTPA,27594380813618,,27.99549764,-81.60499766,09/24/2002,00:00:00,0.2,m,"Depth, bottom",12.46704000,ft,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",9/24/2002 12:00:00 AM
FDEP Southwest Regional Operations Center,STORET_21FLTPA,27594380813618,,27.99549764,-81.60499766,09/24/2002,00:00:00,0.2,m,Dissolved oxygen (DO),8.66000000,mg/l,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",9/24/2002 12:00:00 AM
FDEP Southwest Regional Operations Center,STORET_21FLTPA,27594380813618,,27.99549764,-81.60499766,09/24/2002,00:00:00,0.2,m,Dissolved oxygen saturation,114.10000000,percent (%),,,1539C,LAKE ANNIE,"Annie, Lake (160723)",9/24/2002 12:00:00 AM
FDEP Southwest Regional Operations Center,STORET_21FLTPA,27594380813618,,27.99549764,-81.60499766,09/24/2002,00:00:00,0.2,m,pH,7.64000000,None,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",9/24/2002 12:00:00 AM
FDEP Southwest Regional Operations Center,STORET_21FLTPA,27594380813618,,27.99549764,-81.60499766,09/24/2002,00:00:00,0.2,m,Salinity,0.12000000,ppt,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",9/24/2002 12:00:00 AM
FDEP Southwest Regional Operations Center,STORET_21FLTPA,27594380813618,,27.99549764,-81.60499766,09/24/2002,00:00:00,0.2,m,Secchi disk depth,9.18624000,ft,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",9/24/2002 12:00:00 AM
FDEP Southwest Regional Operations Center,STORET_21FLTPA,27594380813618,,27.99549764,-81.60499766,09/24/2002,00:00:00,0.2,m,Specific conductance,250.00000000,umho,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",9/24/2002 12:00:00 AM
FDEP Southwest Regional Operations Center,STORET_21FLTPA,27594380813618,,27.99549764,-81.60499766,09/24/2002,00:00:00,0.2,m,"Temperature, water",29.65000000,deg C,,,1539C,LAKE ANNIE,"Annie, Lake (160723)",9/24/2002 12:00:00 AM
